mac_type,layer_idx,value,count
output_proj,2,-346,17
output_proj,2,-344,8
output_proj,2,-342,9
output_proj,2,-340,9
output_proj,2,-338,6
output_proj,2,-336,9
output_proj,2,-334,9
output_proj,2,-332,8
output_proj,2,-330,11
output_proj,2,-328,9
output_proj,2,-326,7
output_proj,2,-324,9
output_proj,2,-322,4
output_proj,2,-320,8
output_proj,2,-318,8
output_proj,2,-316,11
output_proj,2,-314,6
output_proj,2,-312,14
output_proj,2,-310,9
output_proj,2,-308,6
output_proj,2,-306,11
output_proj,2,-304,14
output_proj,2,-302,19
output_proj,2,-300,9
output_proj,2,-298,14
output_proj,2,-296,17
output_proj,2,-294,19
output_proj,2,-292,26
output_proj,2,-290,30
output_proj,2,-288,18
output_proj,2,-286,24
output_proj,2,-284,32
output_proj,2,-282,51
output_proj,2,-280,41
output_proj,2,-278,39
output_proj,2,-276,51
output_proj,2,-274,48
output_proj,2,-272,59
output_proj,2,-270,64
output_proj,2,-268,61
output_proj,2,-266,69
output_proj,2,-264,61
output_proj,2,-262,85
output_proj,2,-260,77
output_proj,2,-258,79
output_proj,2,-256,88
output_proj,2,-254,100
output_proj,2,-252,127
output_proj,2,-250,96
output_proj,2,-248,105
output_proj,2,-246,130
output_proj,2,-244,122
output_proj,2,-242,121
output_proj,2,-240,135
output_proj,2,-238,166
output_proj,2,-236,148
output_proj,2,-234,139
output_proj,2,-232,163
output_proj,2,-230,150
output_proj,2,-228,177
output_proj,2,-226,175
output_proj,2,-224,172
output_proj,2,-222,198
output_proj,2,-220,204
output_proj,2,-218,194
output_proj,2,-216,201
output_proj,2,-214,187
output_proj,2,-212,232
output_proj,2,-210,208
output_proj,2,-208,228
output_proj,2,-206,223
output_proj,2,-204,213
output_proj,2,-202,236
output_proj,2,-200,243
output_proj,2,-198,259
output_proj,2,-196,270
output_proj,2,-194,265
output_proj,2,-192,254
output_proj,2,-190,293
output_proj,2,-188,316
output_proj,2,-186,331
output_proj,2,-184,345
output_proj,2,-182,344
output_proj,2,-180,401
output_proj,2,-178,383
output_proj,2,-176,395
output_proj,2,-174,459
output_proj,2,-172,450
output_proj,2,-170,517
output_proj,2,-168,555
output_proj,2,-166,613
output_proj,2,-164,626
output_proj,2,-162,681
output_proj,2,-160,764
output_proj,2,-158,860
